po_id,plant_id,supplier_id,supplier_name,part_no,part_desc,quantity,received_qty,short_shipment,order_ts,promised_delivery_ts,carrier,last_event,current_eta_ts,scan_ts,effective_arrival_ts,delivery_status,slip_hours,risk_level,risk_threshold_hours,processed_ts
PO-100103,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,24.0,False,2026-02-20 13:00:00,2026-02-25 13:00:00,DSV,IN_TRANSIT,2026-02-25 13:00:00,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100279,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-18 14:00:00,2026-02-25 14:00:00,DSV,PICKED_UP,2026-02-25 14:00:00,2026-02-25 15:00:00,2026-02-25 15:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100102,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-19 14:00:00,2026-02-25 14:00:00,Kuehne+Nagel,AT_HUB,2026-02-25 14:00:00,2026-02-25 13:00:00,2026-02-25 13:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100118,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-19 14:00:00,2026-02-25 14:00:00,DHL Freight,AT_HUB,2026-02-25 14:00:00,2026-02-25 12:00:00,2026-02-25 12:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100083,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-19 15:00:00,2026-02-25 15:00:00,DHL Freight,IN_TRANSIT,2026-02-25 15:00:00,2026-02-25 15:00:00,2026-02-25 15:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100139,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,144.0,False,2026-02-18 15:00:00,2026-02-25 15:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-25 15:00:00,2026-02-25 15:00:00,2026-02-25 15:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100426,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,48.0,False,2026-02-22 15:00:00,2026-02-25 15:00:00,DSV,IN_TRANSIT,2026-02-25 15:00:00,2026-02-25 14:00:00,2026-02-25 14:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100210,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,48.0,False,2026-02-22 06:00:00,2026-02-26 06:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-26 06:00:00,2026-02-26 05:00:00,2026-02-26 05:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100372,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-23 06:00:00,2026-02-26 06:00:00,DSV,AT_HUB,2026-02-26 06:00:00,2026-02-26 04:00:00,2026-02-26 04:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100401,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,24,24.0,False,2026-02-21 06:00:00,2026-02-26 06:00:00,DSV,OUT_FOR_DELIVERY,2026-02-26 06:00:00,2026-02-26 04:00:00,2026-02-26 04:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100138,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-22 06:00:00,2026-02-26 06:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-26 07:00:00,2026-02-26 08:00:00,2026-02-26 08:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100468,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-20 06:00:00,2026-02-26 06:00:00,DSV,PICKED_UP,2026-02-26 06:00:00,2026-02-26 06:00:00,2026-02-26 06:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100150,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-22 06:00:00,2026-02-26 06:00:00,DB Schenker,IN_TRANSIT,2026-02-26 06:00:00,2026-02-26 07:00:00,2026-02-26 07:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100160,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-23 07:00:00,2026-02-26 07:00:00,DHL Freight,AT_HUB,2026-02-26 07:00:00,2026-02-26 03:00:00,2026-02-26 03:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100495,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-22 07:00:00,2026-02-26 07:00:00,DSV,IN_TRANSIT,2026-02-26 07:00:00,2026-02-26 04:00:00,2026-02-26 04:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100176,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,96,96.0,False,2026-02-23 07:00:00,2026-02-26 07:00:00,DB Schenker,PICKED_UP,2026-02-27 07:00:00,2026-02-27 03:00:00,2026-02-27 03:00:00,ARRIVED,20.0,LATE,12.0,2026-03-02T06:00:00
PO-100010,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-21 07:00:00,2026-02-26 07:00:00,Kuehne+Nagel,PICKED_UP,2026-02-26 07:00:00,2026-02-26 03:00:00,2026-02-26 03:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100450,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,,False,2026-02-19 09:00:00,2026-02-26 09:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-26 09:00:00,,2026-02-26 09:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100075,munich,SUP-1005,Hella,PN-ALT-200,Alternator,96,96.0,False,2026-02-20 09:00:00,2026-02-26 09:00:00,DHL Freight,AT_HUB,2026-02-26 09:00:00,2026-02-26 06:00:00,2026-02-26 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100062,munich,SUP-1005,Hella,PN-ALT-200,Alternator,24,24.0,False,2026-02-20 10:00:00,2026-02-26 10:00:00,DB Schenker,AT_HUB,2026-02-26 12:00:00,2026-02-26 11:00:00,2026-02-26 11:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100310,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-23 11:00:00,2026-02-26 11:00:00,,,,2026-02-26 08:00:00,2026-02-26 08:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100397,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-19 11:00:00,2026-02-26 11:00:00,DB Schenker,AT_HUB,2026-02-27 11:00:00,2026-02-27 11:00:00,2026-02-27 11:00:00,ARRIVED,24.0,LATE,12.0,2026-03-02T06:00:00
PO-100280,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,144,144.0,False,2026-02-19 11:00:00,2026-02-26 11:00:00,DSV,OUT_FOR_DELIVERY,2026-02-26 11:00:00,2026-02-26 08:00:00,2026-02-26 08:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100493,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,12,12.0,False,2026-02-22 11:00:00,2026-02-26 11:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-26 17:00:00,2026-02-26 18:00:00,2026-02-26 18:00:00,ARRIVED,7.0,LATE,12.0,2026-03-02T06:00:00
PO-100186,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,12,12.0,False,2026-02-20 11:00:00,2026-02-26 11:00:00,DHL Freight,AT_HUB,2026-02-26 11:00:00,2026-02-26 11:00:00,2026-02-26 11:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100422,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-21 12:00:00,2026-02-26 12:00:00,DSV,PICKED_UP,2026-02-26 12:00:00,2026-02-26 08:00:00,2026-02-26 08:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100319,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,12,12.0,False,2026-02-23 12:00:00,2026-02-26 12:00:00,Kuehne+Nagel,PICKED_UP,2026-02-26 15:00:00,2026-02-26 14:00:00,2026-02-26 14:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100423,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-19 12:00:00,2026-02-26 12:00:00,DB Schenker,IN_TRANSIT,2026-02-26 12:00:00,2026-02-26 13:00:00,2026-02-26 13:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100104,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-22 12:00:00,2026-02-26 12:00:00,,,,2026-02-26 10:00:00,2026-02-26 10:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100443,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,48.0,False,2026-02-21 12:00:00,2026-02-26 12:00:00,DHL Freight,PICKED_UP,2026-02-26 12:00:00,2026-02-26 10:00:00,2026-02-26 10:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100046,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-20 13:00:00,2026-02-26 13:00:00,DSV,OUT_FOR_DELIVERY,2026-02-26 13:00:00,2026-02-26 13:00:00,2026-02-26 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100214,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-19 13:00:00,2026-02-26 13:00:00,DSV,AT_HUB,2026-02-26 15:00:00,2026-02-26 15:00:00,2026-02-26 15:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100227,munich,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-22 13:00:00,2026-02-26 13:00:00,DSV,AT_HUB,2026-02-26 13:00:00,2026-02-26 12:00:00,2026-02-26 12:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100057,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,96,96.0,False,2026-02-21 13:00:00,2026-02-26 13:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-26 13:00:00,2026-02-26 14:00:00,2026-02-26 14:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100324,munich,SUP-1005,Hella,PN-ALT-200,Alternator,24,24.0,False,2026-02-21 14:00:00,2026-02-26 14:00:00,DHL Freight,AT_HUB,2026-02-26 14:00:00,2026-02-26 11:00:00,2026-02-26 11:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100255,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-19 14:00:00,2026-02-26 14:00:00,Kuehne+Nagel,AT_HUB,2026-02-26 14:00:00,2026-02-26 14:00:00,2026-02-26 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100315,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,,False,2026-02-22 14:00:00,2026-02-26 14:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-26 14:00:00,,2026-02-26 14:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100026,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-19 15:00:00,2026-02-26 15:00:00,DHL Freight,PICKED_UP,2026-02-28 03:00:00,2026-02-28 03:00:00,2026-02-28 03:00:00,ARRIVED,36.0,LATE,12.0,2026-03-02T06:00:00
PO-100029,munich,SUP-1002,Continental,PN-BRK-100,Brake caliper,48,48.0,False,2026-02-21 15:00:00,2026-02-26 15:00:00,Kuehne+Nagel,PICKED_UP,2026-02-26 15:00:00,2026-02-26 14:00:00,2026-02-26 14:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100208,munich,SUP-1002,Continental,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-19 15:00:00,2026-02-26 15:00:00,DSV,OUT_FOR_DELIVERY,2026-02-26 15:00:00,2026-02-26 12:00:00,2026-02-26 12:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100224,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-22 15:00:00,2026-02-26 15:00:00,DSV,AT_HUB,2026-02-26 15:00:00,2026-02-26 15:00:00,2026-02-26 15:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100229,munich,SUP-1005,Hella,PN-ALT-200,Alternator,12,12.0,False,2026-02-23 06:00:00,2026-02-27 06:00:00,DHL Freight,IN_TRANSIT,2026-02-27 06:00:00,2026-02-27 04:00:00,2026-02-27 04:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100226,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-20 06:00:00,2026-02-27 06:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 06:00:00,2026-02-27 02:00:00,2026-02-27 02:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100004,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-24 07:00:00,2026-02-27 07:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 07:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100268,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-21 07:00:00,2026-02-27 07:00:00,DB Schenker,IN_TRANSIT,2026-02-27 08:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100309,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-24 08:00:00,2026-02-27 08:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-27 08:00:00,2026-02-27 07:00:00,2026-02-27 07:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100134,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-20 08:00:00,2026-02-27 08:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-27 08:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100172,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,96,96.0,False,2026-02-20 08:00:00,2026-02-27 08:00:00,DHL Freight,AT_HUB,2026-02-27 08:00:00,2026-02-27 06:00:00,2026-02-27 06:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100056,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-24 08:00:00,2026-02-27 08:00:00,Kuehne+Nagel,AT_HUB,2026-02-27 08:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100285,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-23 09:00:00,2026-02-27 09:00:00,DHL Freight,AT_HUB,2026-02-27 09:00:00,2026-02-27 09:00:00,2026-02-27 09:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100461,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,48,,False,2026-02-21 09:00:00,2026-02-27 09:00:00,DSV,OUT_FOR_DELIVERY,2026-02-27 09:00:00,,2026-02-27 09:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100137,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-24 09:00:00,2026-02-27 09:00:00,DSV,IN_TRANSIT,2026-02-27 09:00:00,2026-02-27 06:00:00,2026-02-27 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100243,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-21 09:00:00,2026-02-27 09:00:00,DB Schenker,AT_HUB,2026-02-27 09:00:00,2026-02-27 09:00:00,2026-02-27 09:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100183,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-24 09:00:00,2026-02-27 09:00:00,DHL Freight,PICKED_UP,2026-02-27 09:00:00,2026-02-27 09:00:00,2026-02-27 09:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100360,munich,SUP-1002,Continental,PN-ALT-200,Alternator,96,96.0,False,2026-02-21 10:00:00,2026-02-27 10:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-27 10:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100232,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-21 10:00:00,2026-02-27 10:00:00,DHL Freight,PICKED_UP,2026-02-27 10:00:00,2026-02-27 10:00:00,2026-02-27 10:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100347,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-22 11:00:00,2026-02-27 11:00:00,DHL Freight,IN_TRANSIT,2026-02-27 23:00:00,2026-02-28 00:00:00,2026-02-28 00:00:00,ARRIVED,13.0,LATE,12.0,2026-03-02T06:00:00
PO-100249,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-24 11:00:00,2026-02-27 11:00:00,DSV,OUT_FOR_DELIVERY,2026-02-27 11:00:00,2026-02-27 07:00:00,2026-02-27 07:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100123,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-21 11:00:00,2026-02-27 11:00:00,Kuehne+Nagel,AT_HUB,2026-02-27 11:00:00,2026-02-27 08:00:00,2026-02-27 08:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100240,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-23 12:00:00,2026-02-27 12:00:00,DHL Freight,IN_TRANSIT,2026-02-27 12:00:00,2026-02-27 13:00:00,2026-02-27 13:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100182,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-24 12:00:00,2026-02-27 12:00:00,DHL Freight,IN_TRANSIT,2026-02-27 12:00:00,2026-02-27 11:00:00,2026-02-27 11:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100170,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,144.0,False,2026-02-23 12:00:00,2026-02-27 12:00:00,DHL Freight,AT_HUB,2026-02-27 12:00:00,2026-02-27 10:00:00,2026-02-27 10:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100387,munich,SUP-1002,Continental,PN-ALT-200,Alternator,48,48.0,False,2026-02-21 13:00:00,2026-02-27 13:00:00,DB Schenker,PICKED_UP,2026-02-27 13:00:00,2026-02-27 11:00:00,2026-02-27 11:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100121,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-22 13:00:00,2026-02-27 13:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 13:00:00,2026-02-27 13:00:00,2026-02-27 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100238,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,144,,False,2026-02-23 13:00:00,2026-02-27 13:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 13:00:00,,2026-02-27 13:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100248,munich,SUP-1002,Continental,PN-ALT-200,Alternator,96,96.0,False,2026-02-22 14:00:00,2026-02-27 14:00:00,DB Schenker,AT_HUB,2026-02-27 14:00:00,2026-02-27 14:00:00,2026-02-27 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100439,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,48.0,False,2026-02-23 14:00:00,2026-02-27 14:00:00,DHL Freight,AT_HUB,2026-02-27 17:00:00,2026-02-27 13:00:00,2026-02-27 13:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100435,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-23 14:00:00,2026-02-27 14:00:00,DB Schenker,IN_TRANSIT,2026-02-27 14:00:00,2026-02-27 14:00:00,2026-02-27 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100275,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-21 14:00:00,2026-02-27 14:00:00,DHL Freight,PICKED_UP,2026-02-27 14:00:00,2026-02-27 14:00:00,2026-02-27 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100281,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-22 14:00:00,2026-02-27 14:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 14:00:00,2026-02-27 14:00:00,2026-02-27 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100253,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,24,24.0,False,2026-02-24 14:00:00,2026-02-27 14:00:00,DB Schenker,PICKED_UP,2026-02-27 14:00:00,2026-02-27 11:00:00,2026-02-27 11:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100246,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-20 15:00:00,2026-02-27 15:00:00,,,,2026-02-28 15:00:00,2026-02-28 15:00:00,ARRIVED,24.0,LATE,12.0,2026-03-02T06:00:00
PO-100028,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-22 15:00:00,2026-02-27 15:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-27 15:00:00,2026-02-27 12:00:00,2026-02-27 12:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100054,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-23 15:00:00,2026-02-27 15:00:00,,,,2026-02-27 12:00:00,2026-02-27 12:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100265,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-22 15:00:00,2026-02-27 15:00:00,Kuehne+Nagel,AT_HUB,2026-02-27 15:00:00,2026-02-27 13:00:00,2026-02-27 13:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100233,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-24 15:00:00,2026-02-27 15:00:00,DB Schenker,IN_TRANSIT,2026-02-27 15:00:00,2026-02-27 13:00:00,2026-02-27 13:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100418,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-22 06:00:00,2026-02-28 06:00:00,DHL Freight,PICKED_UP,2026-02-28 06:00:00,2026-02-28 03:00:00,2026-02-28 03:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100191,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-22 06:00:00,2026-02-28 06:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-28 08:00:00,2026-02-28 05:00:00,2026-02-28 05:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100181,munich,SUP-1005,Hella,PN-ALT-200,Alternator,96,96.0,False,2026-02-25 07:00:00,2026-02-28 07:00:00,,,,2026-02-28 09:00:00,2026-02-28 09:00:00,ARRIVED,2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100163,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,24,20.0,True,2026-02-21 08:00:00,2026-02-28 08:00:00,DB Schenker,IN_TRANSIT,2026-02-28 08:00:00,2026-02-28 07:00:00,2026-02-28 07:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100158,munich,SUP-1005,Hella,PN-ALT-200,Alternator,144,,False,2026-02-21 08:00:00,2026-02-28 08:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-03-02 08:00:00,,2026-03-02 08:00:00,IN_TRANSIT,48.0,HIGH,12.0,2026-03-02T06:00:00
PO-100151,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,,False,2026-02-25 08:00:00,2026-02-28 08:00:00,DSV,OUT_FOR_DELIVERY,2026-02-28 08:00:00,,2026-02-28 08:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100101,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-25 08:00:00,2026-02-28 08:00:00,,,,2026-02-28 09:00:00,2026-02-28 09:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100106,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,12,11.0,True,2026-02-22 08:00:00,2026-02-28 08:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-28 08:00:00,2026-02-28 05:00:00,2026-02-28 05:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100069,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-22 08:00:00,2026-02-28 08:00:00,Kuehne+Nagel,AT_HUB,2026-02-28 08:00:00,2026-02-28 05:00:00,2026-02-28 05:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100381,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,96,92.0,True,2026-02-23 09:00:00,2026-02-28 09:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-28 09:00:00,2026-02-28 05:00:00,2026-02-28 05:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
